station,period,entries_diff,exits_diff,entries_compared_to_2019,exits_compared_to_2019
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",11/1/2020,102032,77167,0.266320732,0.351076656
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",12/1/2020,99075,74258,0.275145661,0.357153851
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",1/1/2021,94465,71185,0.253201709,0.338146925
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",2/1/2021,89002,68537,0.261854536,0.352091114
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",3/1/2021,44647,34106,0.115948465,0.15327506
FRANKLIN ST (1),1/1/2020,136065,87246,0.919215257,0.847443469
FRANKLIN ST (1),2/1/2020,128260,80713,0.913259566,0.832298713
FRANKLIN ST (1),3/1/2020,57486,37822,0.386219036,0.382457631
FRANKLIN ST (1),4/1/2020,3990,3911,0.025705119,0.039021811
FRANKLIN ST (1),5/1/2020,5179,4569,0.034063852,0.049539195
FRANKLIN ST (1),6/1/2020,9997,8307,0.128301548,0.124701644
FRANKLIN ST (1),7/1/2020,15997,12982,0.237643913,0.214631727
FRANKLIN ST (1),8/1/2020,18757,14941,0.160421816,0.211446201
FRANKLIN ST (1),9/1/2020,23633,18952,0.168538685,0.233632071
FRANKLIN ST (1),10/1/2020,27983,24832,0.176438691,0.272083799
FRANKLIN ST (1),11/1/2020,24972,20652,0.171409744,0.247187246
FRANKLIN ST (1),12/1/2020,22354,19547,0.16258164,0.297292776
FRANKLIN ST (1),1/1/2021,21070,18418,0.142342744,0.178898904
FRANKLIN ST (1),2/1/2021,20710,18600,0.14746301,0.191800033
FRANKLIN ST (1),3/1/2021,10944,9898,0.073527139,0.100088986
"FREEMAN ST (2,5)",1/1/2020,115462,109321,1.011050788,1.166090667
"FREEMAN ST (2,5)",2/1/2020,110349,104943,1.033220663,1.175594838
"FREEMAN ST (2,5)",3/1/2020,74331,64846,0.603272382,0.622992084
"FREEMAN ST (2,5)",4/1/2020,21953,28974,0.194171237,0.281232711
"FREEMAN ST (2,5)",5/1/2020,26381,35135,0.209659217,0.310089492
"FREEMAN ST (2,5)",6/1/2020,29464,42221,0.25111221,0.416023727
"FREEMAN ST (2,5)",7/1/2020,35432,49298,0.328966548,0.497131044
"FREEMAN ST (2,5)",8/1/2020,35309,47516,0.337613784,0.516517561
"FREEMAN ST (2,5)",9/1/2020,44140,49665,0.387155625,0.470829699
"FREEMAN ST (2,5)",10/1/2020,48430,54649,0.383106302,0.474396035
"FREEMAN ST (2,5)",11/1/2020,44801,59993,0.389194871,0.579704123
"FREEMAN ST (2,5)",12/1/2020,43624,59025,0.394491016,0.570957351
"FREEMAN ST (2,5)",1/1/2021,43337,56825,0.379483363,0.606133333
"FREEMAN ST (2,5)",2/1/2021,39945,50609,0.374013352,0.56693328
"FREEMAN ST (2,5)",3/1/2021,20904,24874,0.169657423,0.238970871
FRESH POND RD (M),1/1/2020,161322,174564,1.36089623,1.414240924
FRESH POND RD (M),2/1/2020,153696,166695,1.163517442,1.175638792
FRESH POND RD (M),3/1/2020,96962,105872,0.667947976,0.68315094
FRESH POND RD (M),4/1/2020,18178,22494,0.129217996,0.151762944
FRESH POND RD (M),5/1/2020,24359,29421,0.150706543,0.171263418
FRESH POND RD (M),6/1/2020,39091,46852,0.257142105,0.288243726
FRESH POND RD (M),7/1/2020,53267,62375,0.352166871,0.385363895
FRESH POND RD (M),8/1/2020,54876,65777,0.356055592,0.399663388
FRESH POND RD (M),9/1/2020,66040,76995,0.404483371,0.440661378
FRESH POND RD (M),10/1/2020,71571,84295,0.406042039,0.448399125
FRESH POND RD (M),11/1/2020,60264,72746,0.378697332,0.42317313
FRESH POND RD (M),12/1/2020,59583,74210,0.380279802,0.438619304
FRESH POND RD (M),1/1/2021,56885,71990,0.479876161,0.583231389
FRESH POND RD (M),2/1/2021,52887,68925,0.400367914,0.486102785
FRESH POND RD (M),3/1/2021,26707,34420,0.183978121,0.222098906
"FULTON ST (2,3,4,5,A,C,J,Z)",1/1/2020,2166187,2009259,1.022912006,1.099427649
"FULTON ST (2,3,4,5,A,C,J,Z)",2/1/2020,2020316,1890867,0.999009059,1.084969844
"FULTON ST (2,3,4,5,A,C,J,Z)",3/1/2020,1037072,994610,0.450825797,0.499634797
"FULTON ST (2,3,4,5,A,C,J,Z)",4/1/2020,120953,151018,0.050850693,0.074014862
"FULTON ST (2,3,4,5,A,C,J,Z)",5/1/2020,151508,186427,0.061672201,0.090172435
"FULTON ST (2,3,4,5,A,C,J,Z)",6/1/2020,255137,294976,0.111219462,0.147732793
"FULTON ST (2,3,4,5,A,C,J,Z)",7/1/2020,356322,405641,0.147229849,0.192116353
"FULTON ST (2,3,4,5,A,C,J,Z)",8/1/2020,379616,443802,0.1634851,0.218171039
"FULTON ST (2,3,4,5,A,C,J,Z)",9/1/2020,460328,533846,0.199613286,0.260637212
"FULTON ST (2,3,4,5,A,C,J,Z)",10/1/2020,505854,596212,0.202148831,0.267665116
"FULTON ST (2,3,4,5,A,C,J,Z)",11/1/2020,433792,520624,0.203284954,0.271243803
"FULTON ST (2,3,4,5,A,C,J,Z)",12/1/2020,411401,505282,0.190762287,0.26004112
"FULTON ST (2,3,4,5,A,C,J,Z)",1/1/2021,388755,495711,0.183577021,0.271243468
"FULTON ST (2,3,4,5,A,C,J,Z)",2/1/2021,355722,467387,0.175897979,0.268184278
"FULTON ST (2,3,4,5,A,C,J,Z)",3/1/2021,186988,238001,0.081285595,0.119557999
FULTON ST (G),1/1/2020,165204,141637,1.194758234,1.638008997
FULTON ST (G),2/1/2020,159371,136422,1.195976166,1.988629903
FULTON ST (G),3/1/2020,92713,81048,0.618119633,1.047889946
FULTON ST (G),4/1/2020,12291,15193,0.092412144,0.147641028
FULTON ST (G),5/1/2020,16050,19673,0.097735936,0.152294913
FULTON ST (G),6/1/2020,26700,30069,0.178830968,0.245485272
FULTON ST (G),7/1/2020,34280,40205,0.260745879,0.330774673
FULTON ST (G),8/1/2020,38511,44813,0.295422641,0.362523662
FULTON ST (G),9/1/2020,48637,55733,0.303026716,0.408698585
FULTON ST (G),10/1/2020,58846,65285,0.329212075,0.440784277
FULTON ST (G),11/1/2020,49693,59313,0.298634023,0.430353204
FULTON ST (G),12/1/2020,46609,59748,0.297602401,0.435623929
FULTON ST (G),1/1/2021,42058,56174,0.304164196,0.649643225
FULTON ST (G),2/1/2021,33759,45579,0.253339437,0.664407224
FULTON ST (G),3/1/2021,19175,26355,0.127840151,0.340750414
"GATES AV (J,Z)",1/1/2020,191021,83165,1.109600181,1.217304117
"GATES AV (J,Z)",2/1/2020,182224,79729,1.06480302,1.153904045
"GATES AV (J,Z)",3/1/2020,111962,53573,0.58381958,0.692291788
"GATES AV (J,Z)",4/1/2020,22307,15232,0.118933876,0.199168388
"GATES AV (J,Z)",5/1/2020,29194,19442,0.144988428,0.233604883
"GATES AV (J,Z)",6/1/2020,41686,25334,0.218681803,0.321379188
"GATES AV (J,Z)",7/1/2020,54763,30984,0.289880158,0.383503317
"GATES AV (J,Z)",8/1/2020,58679,33224,0.304876655,0.40599758
"GATES AV (J,Z)",9/1/2020,65236,36407,0.32555331,0.44161279
"GATES AV (J,Z)",10/1/2020,71428,41286,0.335616889,0.465971423
"GATES AV (J,Z)",11/1/2020,64105,38400,0.334371316,0.47506526
"GATES AV (J,Z)",12/1/2020,62140,38616,0.340905974,0.501747593
"GATES AV (J,Z)",1/1/2021,59402,36666,0.345053528,0.536688183
"GATES AV (J,Z)",2/1/2021,54834,32869,0.320415581,0.475707359
"GATES AV (J,Z)",3/1/2021,27631,15726,0.144080302,0.203217678
GRAHAM AV (L),1/1/2020,227156,146461,0.901008675,0.8349876
GRAHAM AV (L),2/1/2020,207202,132154,1.157249214,1.153115893
GRAHAM AV (L),3/1/2020,114045,84691,0.512665483,0.567250052
GRAHAM AV (L),4/1/2020,16505,21138,0.064903912,0.126131502
GRAHAM AV (L),5/1/2020,21057,25903,0.085174459,0.164973601
GRAHAM AV (L),6/1/2020,35909,39806,0.155541791,0.265940673
GRAHAM AV (L),7/1/2020,51594,55894,0.246541566,0.414278197
GRAHAM AV (L),8/1/2020,58417,62398,0.277719936,0.454127305
GRAHAM AV (L),9/1/2020,72311,73824,0.336125431,0.534944893
GRAHAM AV (L),10/1/2020,76815,83492,0.310798126,0.527269053
GRAHAM AV (L),11/1/2020,67103,76209,0.291981951,0.495748902
GRAHAM AV (L),12/1/2020,66469,75581,0.300832768,0.516644793
GRAHAM AV (L),1/1/2021,64295,75840,0.255024533,0.432370799
GRAHAM AV (L),2/1/2021,60845,72275,0.339826973,0.630638885
GRAHAM AV (L),3/1/2021,30806,35867,0.13848194,0.240232818
"GRAND ARMY PLAZA (2,3)",1/1/2020,197593,78981,1.038700317,1.140865822
"GRAND ARMY PLAZA (2,3)",2/1/2020,193104,76075,1.09290335,1.125819484
"GRAND ARMY PLAZA (2,3)",3/1/2020,98065,41393,0.532614599,0.564945611
"GRAND ARMY PLAZA (2,3)",4/1/2020,11016,6501,0.055751245,0.089551622
"GRAND ARMY PLAZA (2,3)",5/1/2020,14176,8628,0.067884917,0.106754433
"GRAND ARMY PLAZA (2,3)",6/1/2020,26143,15163,0.134419604,0.197398912
"GRAND ARMY PLAZA (2,3)",7/1/2020,31998,19041,0.173583309,0.275218617
"GRAND ARMY PLAZA (2,3)",8/1/2020,35878,21181,0.208716797,0.321104255
"GRAND ARMY PLAZA (2,3)",9/1/2020,47303,26470,0.238149899,0.323918843
"GRAND ARMY PLAZA (2,3)",10/1/2020,54481,28628,0.257014945,0.310357538
"GRAND ARMY PLAZA (2,3)",11/1/2020,46516,25246,0.227260957,0.309823894
"GRAND ARMY PLAZA (2,3)",12/1/2020,43197,22694,0.234288814,0.296510185
"GRAND ARMY PLAZA (2,3)",1/1/2021,40789,22547,0.21441826,0.325687212
"GRAND ARMY PLAZA (2,3)",2/1/2021,41879,23324,0.23702098,0.345167449
"GRAND ARMY PLAZA (2,3)",3/1/2021,21534,11694,0.116956333,0.159603652
"GRAND AV-NEWTOWN (M,R)",1/1/2020,463266,276724,0.969143292,1.005424534
"GRAND AV-NEWTOWN (M,R)",2/1/2020,447790,272459,1.03291659,1.076542849
"GRAND AV-NEWTOWN (M,R)",3/1/2020,271033,171570,0.536885059,0.579894817
"GRAND AV-NEWTOWN (M,R)",4/1/2020,36296,34254,0.074012296,0.11766484
"GRAND AV-NEWTOWN (M,R)",5/1/2020,52596,46824,0.103919403,0.158635082
"GRAND AV-NEWTOWN (M,R)",6/1/2020,90401,72061,0.19741701,0.264096108
"GRAND AV-NEWTOWN (M,R)",7/1/2020,129013,99846,0.275382241,0.359281049
"GRAND AV-NEWTOWN (M,R)",8/1/2020,137359,112373,0.302132939,0.418736632
"GRAND AV-NEWTOWN (M,R)",9/1/2020,173687,135148,0.356288334,0.471445963
"GRAND AV-NEWTOWN (M,R)",10/1/2020,191654,140066,0.363344405,0.4535772
"GRAND AV-NEWTOWN (M,R)",11/1/2020,182444,140334,0.385381021,0.498304471
"GRAND AV-NEWTOWN (M,R)",12/1/2020,183691,140465,0.379905195,0.48470136
"GRAND AV-NEWTOWN (M,R)",1/1/2021,166370,132836,0.348042743,0.482634587
"GRAND AV-NEWTOWN (M,R)",2/1/2021,160509,128303,0.370245894,0.506952155
"GRAND AV-NEWTOWN (M,R)",3/1/2021,79090,62823,0.156668152,0.212337425
"GRAND CENTRAL-42 ST (4,5,6,7,S)",1/1/2020,3485240,3450956,0.931993744,1.036706362
"GRAND CENTRAL-42 ST (4,5,6,7,S)",2/1/2020,3208153,3196743,0.929579322,1.048053699
"GRAND CENTRAL-42 ST (4,5,6,7,S)",3/1/2020,1545124,1622688,0.395511041,0.461102517
"GRAND CENTRAL-42 ST (4,5,6,7,S)",4/1/2020,135936,188234,0.034209122,0.052330075
"GRAND CENTRAL-42 ST (4,5,6,7,S)",5/1/2020,173648,233499,0.043315882,0.063784958
"GRAND CENTRAL-42 ST (4,5,6,7,S)",6/1/2020,312334,392627,0.082546129,0.111490862
"GRAND CENTRAL-42 ST (4,5,6,7,S)",7/1/2020,449868,567313,0.11726529,0.156989556
"GRAND CENTRAL-42 ST (4,5,6,7,S)",8/1/2020,494294,640451,0.13496163,0.180482705
"GRAND CENTRAL-42 ST (4,5,6,7,S)",9/1/2020,606083,754265,0.165219603,0.21228113
"GRAND CENTRAL-42 ST (4,5,6,7,S)",10/1/2020,700855,886796,0.172785168,0.222411272
"GRAND CENTRAL-42 ST (4,5,6,7,S)",11/1/2020,605046,765229,0.171172499,0.231128284
"GRAND CENTRAL-42 ST (4,5,6,7,S)",12/1/2020,600536,777449,0.168539386,0.22385852
"GRAND CENTRAL-42 ST (4,5,6,7,S)",1/1/2021,544215,707878,0.145529426,0.212654588
"GRAND CENTRAL-42 ST (4,5,6,7,S)",2/1/2021,518156,685485,0.150138445,0.22473658
"GRAND CENTRAL-42 ST (4,5,6,7,S)",3/1/2021,273542,366868,0.070019546,0.104249097
"GRAND ST (B,D)",1/1/2020,684157,511632,1.088209003,1.134740951
"GRAND ST (B,D)",2/1/2020,604473,460146,1.161853744,1.23987131
"GRAND ST (B,D)",3/1/2020,310577,254372,0.447851566,0.520752554
"GRAND ST (B,D)",4/1/2020,32415,37707,0.048605342,0.075807898
"GRAND ST (B,D)",5/1/2020,49286,54066,0.069987248,0.106755916
"GRAND ST (B,D)",6/1/2020,102590,108573,0.1510776,0.219878652
"GRAND ST (B,D)",7/1/2020,156314,166660,0.228584046,0.327737322
"GRAND ST (B,D)",8/1/2020,176485,185786,0.257696508,0.35974154
"GRAND ST (B,D)",9/1/2020,205712,212801,0.296443178,0.409318492
"GRAND ST (B,D)",10/1/2020,183709,191841,0.248528115,0.348590762
"GRAND ST (B,D)",11/1/2020,188078,202246,0.291024834,0.422043964
"GRAND ST (B,D)",12/1/2020,184151,197248,0.257870143,0.375149538
"GRAND ST (B,D)",1/1/2021,179898,196857,0.286142834,0.436606192
"GRAND ST (B,D)",2/1/2021,165896,183814,0.318867656,0.495289984
"GRAND ST (B,D)",3/1/2021,84842,94757,0.122342036,0.193987348
GRAND ST (L),1/1/2020,157980,153464,0.906742889,0.899380542
GRAND ST (L),2/1/2020,142679,137237,1.142775904,1.141292506
GRAND ST (L),3/1/2020,88010,92310,0.569474461,0.610915877
GRAND ST (L),4/1/2020,16512,23981,0.095625282,0.143675372
GRAND ST (L),5/1/2020,22829,31635,0.130841711,0.183990741
GRAND ST (L),6/1/2020,35512,45908,0.220056142,0.289401189
GRAND ST (L),7/1/2020,48162,60321,0.341320293,0.445805126
GRAND ST (L),8/1/2020,51344,61891,0.363796109,0.454579508
GRAND ST (L),9/1/2020,60287,71152,0.39762167,0.495328794
GRAND ST (L),10/1/2020,68527,81882,0.402238736,0.495959975
GRAND ST (L),11/1/2020,59925,74067,0.377801595,0.481148254
GRAND ST (L),12/1/2020,58620,73856,0.378880422,0.490656037
GRAND ST (L),1/1/2021,56257,72074,0.322892991,0.422391917
GRAND ST (L),2/1/2021,53740,70014,0.430426181,0.582251532
GRAND ST (L),3/1/2021,26820,34237,0.173540564,0.226583543
GRANT AV (A),1/1/2020,141641,126118,0.934042455,0.973793934
GRANT AV (A),2/1/2020,133617,119868,0.948432021,0.999008226
GRANT AV (A),3/1/2020,95591,90868,0.610387786,0.679320888
GRANT AV (A),4/1/2020,24874,32362,0.163503822,0.252036573
GRANT AV (A),5/1/2020,32110,38612,0.204394709,0.284808072
GRANT AV (A),6/1/2020,43983,51995,0.293210226,0.389391069
GRANT AV (A),7/1/2020,53553,63530,0.36768785,0.482644402
GRANT AV (A),8/1/2020,56481,66962,0.37326522,0.484571743
GRANT AV (A),9/1/2020,63316,71617,0.427958283,0.541814193
GRANT AV (A),10/1/2020,66960,75758,0.412386372,0.523197834
GRANT AV (A),11/1/2020,58871,70316,0.384431036,0.51636118
GRANT AV (A),12/1/2020,57679,69690,0.43695219,0.604124587
GRANT AV (A),1/1/2021,51828,64012,0.341776409,0.494255359
GRANT AV (A),2/1/2021,47352,58059,0.336111072,0.48387742
GRANT AV (A),3/1/2021,24341,29248,0.15542728,0.218655383
GREENPOINT AV (G),1/1/2020,268696,259574,1.080645421,1.421427594
GREENPOINT AV (G),2/1/2020,258603,216555,1.092599478,1.243489845
GREENPOINT AV (G),3/1/2020,142695,118019,0.595117943,0.650765905
GREENPOINT AV (G),4/1/2020,21105,22639,0.095192347,0.114744626
GREENPOINT AV (G),5/1/2020,30175,30965,0.110996263,0.134543274
GREENPOINT AV (G),6/1/2020,49825,50680,0.185640567,0.22795252
GREENPOINT AV (G),7/1/2020,70374,68146,0.268877062,0.319406427
GREENPOINT AV (G),8/1/2020,75948,78211,0.288704313,0.365219381
GREENPOINT AV (G),9/1/2020,92263,88296,0.343108853,0.411396622
GREENPOINT AV (G),10/1/2020,104611,97274,0.358072908,0.43357566
GREENPOINT AV (G),11/1/2020,91429,91518,0.330066209,0.439107947
GREENPOINT AV (G),12/1/2020,89068,87492,0.344992137,0.375999175
GREENPOINT AV (G),1/1/2021,81936,83829,0.329531378,0.459047723
GREENPOINT AV (G),2/1/2021,79883,81687,0.337506232,0.469058461
GREENPOINT AV (G),3/1/2021,39325,39940,0.16400724,0.220232253
"GUN HILL RD (2,5)",1/1/2020,192001,215537,1.089280851,1.043727331
"GUN HILL RD (2,5)",2/1/2020,183304,205961,1.113004196,1.10245691
"GUN HILL RD (2,5)",3/1/2020,130715,148375,0.684242761,0.6568637
"GUN HILL RD (2,5)",4/1/2020,36668,54221,0.199505969,0.246524084
"GUN HILL RD (2,5)",5/1/2020,39746,64811,0.195863537,0.258075434
"GUN HILL RD (2,5)",6/1/2020,47990,77786,0.248290063,0.327205882
"GUN HILL RD (2,5)",7/1/2020,48594,79553,0.270300037,0.366320084
"GUN HILL RD (2,5)",8/1/2020,50024,90866,0.294633181,0.439873556
"GUN HILL RD (2,5)",9/1/2020,68256,102559,0.292644026,0.382561501
"GUN HILL RD (2,5)",10/1/2020,77801,110327,0.345472065,0.450123213
"GUN HILL RD (2,5)",11/1/2020,59090,89302,0.304769862,0.423665933
"GUN HILL RD (2,5)",12/1/2020,69431,103283,0.370000693,0.504639243
"GUN HILL RD (2,5)",1/1/2021,68096,100875,0.386329597,0.488482231
"GUN HILL RD (2,5)",2/1/2021,61874,91462,0.375692956,0.489572851
"GUN HILL RD (2,5)",3/1/2021,31182,47928,0.163225779,0.212179703
GUN HILL RD (5),1/1/2020,59303,45371,0.454526642,1.183107773
GUN HILL RD (5),2/1/2020,52553,42808,0.431536939,1.205519572
GUN HILL RD (5),3/1/2020,37564,37655,0.285920885,0.400568061
GUN HILL RD (5),4/1/2020,17714,22083,0.138684246,0.248735653
GUN HILL RD (5),5/1/2020,21556,27664,0.160419132,0.29867634
GUN HILL RD (5),6/1/2020,28363,30648,0.243317205,0.381260418
GUN HILL RD (5),7/1/2020,35846,37275,0.328031773,0.509492763
GUN HILL RD (5),8/1/2020,36995,34639,0.329870709,0.460361761
GUN HILL RD (5),9/1/2020,44170,46906,0.46350319,1.073830727
GUN HILL RD (5),10/1/2020,48915,75252,0.64681847,1.687302406
GUN HILL RD (5),11/1/2020,38073,73422,0.592686572,1.669516576
GUN HILL RD (5),12/1/2020,36374,64805,0.639318042,1.592182202
GUN HILL RD (5),1/1/2021,43788,67988,0.335612239,1.772875434
GUN HILL RD (5),2/1/2021,41092,61646,0.337425378,1.736018023
GUN HILL RD (5),3/1/2021,21477,30688,0.163473615,0.326454193
HALSEY ST (J),1/1/2020,173561,84432,1.100458416,1.184162915
HALSEY ST (J),2/1/2020,165038,81429,1.016863729,1.039815607
HALSEY ST (J),3/1/2020,102669,53925,0.5705545,0.622870344
HALSEY ST (J),4/1/2020,20374,14664,0.116053476,0.17515528
HALSEY ST (J),5/1/2020,26134,18823,0.139264722,0.206128103
HALSEY ST (J),6/1/2020,37979,25763,0.209095163,0.294784658
HALSEY ST (J),7/1/2020,48253,32156,0.269058771,0.366742701
HALSEY ST (J),8/1/2020,52462,34724,0.288604782,0.39079399
HALSEY ST (J),9/1/2020,57690,37996,0.30807269,0.405381472
HALSEY ST (J),10/1/2020,64111,42166,0.324161294,0.421537754
HALSEY ST (J),11/1/2020,58004,38547,0.32625374,0.437695871
HALSEY ST (J),12/1/2020,53849,36747,0.318480492,0.452800197
HALSEY ST (J),1/1/2021,51490,34705,0.326470831,0.486739316
HALSEY ST (J),2/1/2021,45892,32019,0.282758578,0.408869763
HALSEY ST (J),3/1/2021,23500,16133,0.130594734,0.186347098
HALSEY ST (L),1/1/2020,185995,120790,0.904534954,0.882787149
HALSEY ST (L),2/1/2020,168902,108972,1.164753019,1.215310151
HALSEY ST (L),3/1/2020,108842,72689,0.602442048,0.631331643
HALSEY ST (L),4/1/2020,20268,17923,0.099726917,0.136842909
HALSEY ST (L),5/1/2020,28619,24834,0.144170512,0.190201199
HALSEY ST (L),6/1/2020,47276,37316,0.251374488,0.301263472
HALSEY ST (L),7/1/2020,63163,48488,0.370075465,0.436647876
HALSEY ST (L),8/1/2020,67130,52309,0.386889668,0.471821839
HALSEY ST (L),9/1/2020,77090,59579,0.442402713,0.528843679
HALSEY ST (L),10/1/2020,81951,67447,0.421383066,0.54402394
HALSEY ST (L),11/1/2020,73110,61619,0.396836597,0.547155403
HALSEY ST (L),12/1/2020,72139,61324,0.394275439,0.530893162
HALSEY ST (L),1/1/2021,68054,59342,0.330961702,0.433697781
HALSEY ST (L),2/1/2021,62012,55705,0.427636524,0.621249972
HALSEY ST (L),3/1/2021,31733,28084,0.175642615,0.243920233
HARLEM 148 ST (3),1/1/2020,96368,97248,1.005792533,1.054659032
HARLEM 148 ST (3),2/1/2020,93643,91304,1.004085265,1.016521933
HARLEM 148 ST (3),3/1/2020,59012,59596,0.558033097,0.585940419
HARLEM 148 ST (3),4/1/2020,11710,13279,0.115412667,0.136536563
HARLEM 148 ST (3),5/1/2020,13379,16190,0.131403709,0.163717262
HARLEM 148 ST (3),6/1/2020,16933,19436,0.17070761,0.193454632
HARLEM 148 ST (3),7/1/2020,23799,27138,0.251304091,0.277890986
HARLEM 148 ST (3),8/1/2020,27595,33763,0.379015754,0.520335352
HARLEM 148 ST (3),9/1/2020,34568,38757,0.346424813,0.405073214
HARLEM 148 ST (3),10/1/2020,39514,43011,0.366760103,0.403389481
HARLEM 148 ST (3),11/1/2020,34971,39768,0.376206203,0.410279689
HARLEM 148 ST (3),12/1/2020,31397,35127,0.365081395,0.41424326
HARLEM 148 ST (3),1/1/2021,31586,38177,0.329662989,0.41403132
HARLEM 148 ST (3),2/1/2021,28614,33818,0.306813064,0.376508573
HARLEM 148 ST (3),3/1/2021,14325,15936,0.135460993,0.156680759
"HEWES ST (J,M)",1/1/2020,95438,86525,1.536200625,2.100937257
"HEWES ST (J,M)",2/1/2020,94869,85970,1.104283553,1.286744896
"HEWES ST (J,M)",3/1/2020,57145,51029,0.566027457,0.72641214
"HEWES ST (J,M)",4/1/2020,9797,11583,0.103041713,0.184433865
"HEWES ST (J,M)",5/1/2020,13533,14447,0.13714998,0.187001657
"HEWES ST (J,M)",6/1/2020,19348,19760,0.201613071,0.261638684
"HEWES ST (J,M)",7/1/2020,25649,26422,0.277977674,0.342506773
"HEWES ST (J,M)",8/1/2020,26652,27020,0.285005454,0.346401374
"HEWES ST (J,M)",9/1/2020,31727,31877,0.310036841,0.366284414
"HEWES ST (J,M)",10/1/2020,33429,34268,0.318684042,0.381276634
"HEWES ST (J,M)",11/1/2020,32502,33198,0.326581057,0.377408683
"HEWES ST (J,M)",12/1/2020,29849,32417,0.313892716,0.385944234
"HEWES ST (J,M)",1/1/2021,26454,32540,0.425812059,0.790112665
"HEWES ST (J,M)",2/1/2021,25872,31121,0.301152369,0.465799557
"HEWES ST (J,M)",3/1/2021,12747,15370,0.126260425,0.218796265
"HIGH ST (A,C)",1/1/2020,277625,317407,1.162330648,1.168664718
"HIGH ST (A,C)",2/1/2020,245825,297349,1.049135341,1.159883914
"HIGH ST (A,C)",3/1/2020,120411,148481,0.439785241,0.464306375
"HIGH ST (A,C)",4/1/2020,10684,15447,0.034063664,0.04065353
"HIGH ST (A,C)",5/1/2020,16216,23758,0.04895411,0.061038774
"HIGH ST (A,C)",6/1/2020,28970,43836,0.09272477,0.118478558
"HIGH ST (A,C)",7/1/2020,37494,56577,0.120607185,0.150344791
"HIGH ST (A,C)",8/1/2020,45017,70666,0.137982296,0.179549918
"HIGH ST (A,C)",9/1/2020,59782,87769,0.184296196,0.22605961
"HIGH ST (A,C)",10/1/2020,63495,92081,0.185085321,0.226123237
"HIGH ST (A,C)",11/1/2020,51420,77664,0.174049615,0.21949834
"HIGH ST (A,C)",12/1/2020,45203,69168,0.16862198,0.20787589
"HIGH ST (A,C)",1/1/2021,52515,78151,0.219864184,0.287745123
"HIGH ST (A,C)",2/1/2021,49983,74949,0.21331814,0.292357262
"HIGH ST (A,C)",3/1/2021,54606,112646,0.199441188,0.352248813
HOUSTON ST (1),1/1/2020,360136,248501,0.968914956,0.997094994
HOUSTON ST (1),2/1/2020,333022,235717,0.942857547,1.019603348
HOUSTON ST (1),3/1/2020,167171,119653,0.430480306,0.469470471
HOUSTON ST (1),4/1/2020,15155,14280,0.03804854,0.055349695
HOUSTON ST (1),5/1/2020,18810,16768,0.047360549,0.064774075
HOUSTON ST (1),6/1/2020,33500,26541,0.087068394,0.102240422
HOUSTON ST (1),7/1/2020,49117,39991,0.127285025,0.150976661
HOUSTON ST (1),8/1/2020,52783,47013,0.152013386,0.196258756
HOUSTON ST (1),9/1/2020,63117,57305,0.171193065,0.229066983
HOUSTON ST (1),10/1/2020,74596,71017,0.181080668,0.251456149
HOUSTON ST (1),11/1/2020,63219,56649,0.174783453,0.230404119
HOUSTON ST (1),12/1/2020,61889,56381,0.179480487,0.241859168
HOUSTON ST (1),1/1/2021,55787,53369,0.150090129,0.214139833
HOUSTON ST (1),2/1/2021,52507,50575,0.148658711,0.218764193
HOUSTON ST (1),3/1/2021,27955,27629,0.07198663,0.108405135
HOWARD BEACH-JFK AIRPORT (A),1/1/2020,123263,81694,1.28800117,0.683471655
HOWARD BEACH-JFK AIRPORT (A),2/1/2020,111062,71112,1.305567311,0.656335662
HOWARD BEACH-JFK AIRPORT (A),3/1/2020,69701,44722,0.637417809,0.329822854
HOWARD BEACH-JFK AIRPORT (A),4/1/2020,10391,7194,0.091570024,0.049302676
HOWARD BEACH-JFK AIRPORT (A),5/1/2020,10973,7647,0.08764797,0.053565424
HOWARD BEACH-JFK AIRPORT (A),6/1/2020,14828,10927,0.115741572,0.082272953
HOWARD BEACH-JFK AIRPORT (A),7/1/2020,20778,14553,0.146503462,0.111588213
HOWARD BEACH-JFK AIRPORT (A),8/1/2020,22650,16336,0.155760026,0.120672207
HOWARD BEACH-JFK AIRPORT (A),9/1/2020,25699,17892,0.189344709,0.140451687
HOWARD BEACH-JFK AIRPORT (A),10/1/2020,35100,15288,0.246951799,0.115978971
HOWARD BEACH-JFK AIRPORT (A),11/1/2020,32490,12074,0.251276102,0.117533681
HOWARD BEACH-JFK AIRPORT (A),12/1/2020,33837,12612,0.247346491,0.146460424
HOWARD BEACH-JFK AIRPORT (A),1/1/2021,32097,11465,0.335388345,0.095918948
HOWARD BEACH-JFK AIRPORT (A),2/1/2021,27645,10649,0.324975314,0.098286062
