station,period,entries_diff,exits_diff,entries_compared_to_2019,exits_compared_to_2019
191 ST (1),12/1/2020,86728,134519,0.427172607,0.579156746
191 ST (1),1/1/2021,60261,90470,0.295156882,0.392821786
191 ST (1),2/1/2021,60741,90103,0.316811491,0.420480106
191 ST (1),3/1/2021,33618,50441,0.15528877,0.20768895
2 AV (F),1/1/2020,445179,450513,1.019059043,1.03192815
2 AV (F),2/1/2020,445287,454238,1.042453173,1.050268557
2 AV (F),3/1/2020,224036,237245,0.464880209,0.479465897
2 AV (F),4/1/2020,26709,43881,0.06131416,0.102054059
2 AV (F),5/1/2020,34652,50979,0.06917202,0.103720206
2 AV (F),6/1/2020,56747,74198,0.114583922,0.155953179
2 AV (F),7/1/2020,83687,107103,0.17790982,0.230535771
2 AV (F),8/1/2020,90397,116935,0.196129354,0.256379056
2 AV (F),9/1/2020,97407,126018,0.205550303,0.271506257
2 AV (F),10/1/2020,112841,150670,0.228196266,0.305508356
2 AV (F),11/1/2020,100423,134308,0.218076674,0.299049023
2 AV (F),12/1/2020,96641,135018,0.197775863,0.290028226
2 AV (F),1/1/2021,84426,119398,0.193259518,0.273488572
2 AV (F),2/1/2021,81754,118693,0.19139278,0.274436586
2 AV (F),3/1/2021,41148,60682,0.085383112,0.122636724
20 AV (D),1/1/2020,136820,38258,1.05887998,0.970694948
20 AV (D),2/1/2020,128706,36350,1.103843977,1.007846508
20 AV (D),3/1/2020,77525,22953,0.569986472,0.581235756
20 AV (D),4/1/2020,14438,5566,0.11817088,0.160509848
20 AV (D),5/1/2020,20344,7577,0.142239872,0.191241797
20 AV (D),6/1/2020,33377,12499,0.261603938,0.341848317
20 AV (D),7/1/2020,43485,16018,0.317193438,0.427363197
20 AV (D),8/1/2020,44394,16976,0.326789303,0.45809272
20 AV (D),9/1/2020,54029,18939,0.391610977,0.530325941
20 AV (D),10/1/2020,56756,19680,0.399470713,0.507294943
20 AV (D),11/1/2020,53965,19031,0.396667304,0.511462281
20 AV (D),12/1/2020,53001,18695,0.395751353,0.49047644
20 AV (D),1/1/2021,49172,18618,0.38055289,0.472382209
20 AV (D),2/1/2021,41024,17833,0.351841369,0.494440902
20 AV (D),3/1/2021,22400,8101,0.164691351,0.205140542
20 AV (N),1/1/2020,101741,96547,1.06182619,4.98744705
20 AV (N),2/1/2020,93437,88521,1.121315764,5.104722911
20 AV (N),3/1/2020,54731,53363,0.550702326,2.649997517
20 AV (N),4/1/2020,7918,7997,0.085188333,0.398673912
20 AV (N),5/1/2020,11289,11908,0.110600568,0.473761687
20 AV (N),6/1/2020,19531,19543,0.217003878,0.401458505
20 AV (N),7/1/2020,27925,26621,0.31798358,0.352909204
20 AV (N),8/1/2020,30354,29341,0.364770351,0.401903979
20 AV (N),9/1/2020,36183,35705,0.345369681,0.349237556
20 AV (N),10/1/2020,37546,34753,0.346896539,0.323052325
20 AV (N),11/1/2020,36574,34817,0.361875173,0.360074048
20 AV (N),12/1/2020,34782,36064,0.348356469,0.383015782
20 AV (N),1/1/2021,32700,31762,0.341275557,1.640768674
20 AV (N),2/1/2021,32224,31475,0.38671275,1.815062568
20 AV (N),3/1/2021,16029,15463,0.161283506,0.767889954
207 ST (1),1/1/2020,142196,66698,0.880514205,0.848423945
207 ST (1),2/1/2020,122467,54611,0.793221151,0.709040392
207 ST (1),3/1/2020,97313,67141,0.580730441,0.796935275
207 ST (1),4/1/2020,27441,24949,0.174817958,0.292409929
207 ST (1),5/1/2020,38789,31243,0.2307674,0.341741137
207 ST (1),6/1/2020,47122,38609,0.350978333,0.554336746
207 ST (1),7/1/2020,49638,40000,0.343984533,0.509651526
207 ST (1),8/1/2020,54829,39131,0.353835928,0.479217694
207 ST (1),9/1/2020,75305,46543,0.478524995,0.574037987
207 ST (1),10/1/2020,85099,49249,0.467250874,0.549200437
207 ST (1),11/1/2020,79092,45034,0.465742938,0.53188298
207 ST (1),12/1/2020,73573,41685,0.458475881,0.530067013
207 ST (1),1/1/2021,47674,27114,0.29520967,0.344900399
207 ST (1),2/1/2021,48376,27103,0.313332297,0.351891043
207 ST (1),3/1/2021,25797,14581,0.153947604,0.173070304
21 ST (G),1/1/2020,47878,51430,1.006241987,1.030062689
21 ST (G),2/1/2020,43911,47326,1.029831844,1.048938339
21 ST (G),3/1/2020,25962,29071,0.636557558,0.677393047
21 ST (G),4/1/2020,5373,7521,0.144934182,0.188657001
21 ST (G),5/1/2020,6599,8915,0.140562762,0.175192092
21 ST (G),6/1/2020,9875,13383,0.217947869,0.262278054
21 ST (G),7/1/2020,13209,17104,0.277162281,0.318723912
21 ST (G),8/1/2020,14614,19069,0.295877875,0.33908281
21 ST (G),9/1/2020,17194,21839,0.342803597,0.389051199
21 ST (G),10/1/2020,19660,24662,0.404485135,0.459828837
21 ST (G),11/1/2020,16726,22787,0.375359066,0.460287642
21 ST (G),12/1/2020,15751,21902,0.366242705,0.467172902
21 ST (G),1/1/2021,15933,21783,0.334860554,0.436279517
21 ST (G),2/1/2021,14445,20892,0.338774362,0.46305244
21 ST (G),3/1/2021,7129,9954,0.174794655,0.231941467
21 ST-QUEENSBRIDGE (F),1/1/2020,262675,200234,1.082619967,1.208872414
21 ST-QUEENSBRIDGE (F),2/1/2020,264048,188145,1.059455122,1.146463631
21 ST-QUEENSBRIDGE (F),3/1/2020,159370,121467,0.528981635,0.625193657
21 ST-QUEENSBRIDGE (F),4/1/2020,34728,38484,0.114663814,0.202379074
21 ST-QUEENSBRIDGE (F),5/1/2020,45264,52711,0.143790642,0.26036295
21 ST-QUEENSBRIDGE (F),6/1/2020,62882,70583,0.207888812,0.353457557
21 ST-QUEENSBRIDGE (F),7/1/2020,78492,87588,0.26339067,0.418552642
21 ST-QUEENSBRIDGE (F),8/1/2020,78034,87069,0.278408483,0.425332669
21 ST-QUEENSBRIDGE (F),9/1/2020,91266,92507,0.312392179,0.462777958
21 ST-QUEENSBRIDGE (F),10/1/2020,101825,102288,0.292412355,0.424479091
21 ST-QUEENSBRIDGE (F),11/1/2020,92671,94674,0.305172096,0.455461263
21 ST-QUEENSBRIDGE (F),12/1/2020,90802,99362,0.29705892,0.485526367
21 ST-QUEENSBRIDGE (F),1/1/2021,87729,93895,0.361576728,0.566872136
21 ST-QUEENSBRIDGE (F),2/1/2021,79600,88431,0.319383702,0.538855273
21 ST-QUEENSBRIDGE (F),3/1/2021,40511,42672,0.134464297,0.219633841
215 ST (1),1/1/2020,42226,20212,0.878171533,1.116685083
215 ST (1),2/1/2020,40583,25161,0.918416765,1.691268401
215 ST (1),3/1/2020,25947,11944,0.544361691,0.594287989
215 ST (1),4/1/2020,6034,3710,0.133667095,0.198268491
215 ST (1),5/1/2020,8172,4555,0.170758719,0.229517283
215 ST (1),6/1/2020,10401,5945,0.253967866,0.321803616
215 ST (1),7/1/2020,11835,7025,0.288623339,0.337205395
215 ST (1),8/1/2020,12537,7521,0.288412432,0.354931571
215 ST (1),9/1/2020,15974,8931,0.338726436,0.422409308
215 ST (1),10/1/2020,18106,9888,0.314176644,0.418167978
215 ST (1),11/1/2020,15868,8253,0.317404437,0.399525585
215 ST (1),12/1/2020,14822,8262,0.326001848,0.442812734
215 ST (1),1/1/2021,10276,6117,0.213709342,0.337955801
215 ST (1),2/1/2021,12247,9942,0.277156694,0.668279895
215 ST (1),3/1/2021,5877,3114,0.123298017,0.15494079
"219 ST (2,5)",1/1/2020,82896,47589,1.001933862,1.047523663
"219 ST (2,5)",2/1/2020,77623,43899,0.99713537,1.062389584
"219 ST (2,5)",3/1/2020,56311,33697,0.635736543,0.718241112
"219 ST (2,5)",4/1/2020,16116,13732,0.187255996,0.306230766
"219 ST (2,5)",5/1/2020,18941,16047,0.229618495,0.339619048
"219 ST (2,5)",6/1/2020,23407,18612,0.298444473,0.435083454
"219 ST (2,5)",7/1/2020,19738,16704,0.239693006,0.387698735
"219 ST (2,5)",8/1/2020,25519,21867,0.315891761,0.524124542
"219 ST (2,5)",9/1/2020,33169,24644,0.457118838,0.655460397
"219 ST (2,5)",10/1/2020,36614,25988,0.4097359,0.546735952
"219 ST (2,5)",11/1/2020,26737,19248,0.316946822,0.432490731
"219 ST (2,5)",12/1/2020,31643,23508,0.386791184,0.494468049
"219 ST (2,5)",1/1/2021,30338,22880,0.366684394,0.503631961
"219 ST (2,5)",2/1/2021,27063,21018,0.34764792,0.508651775
"219 ST (2,5)",3/1/2021,13735,10027,0.155064577,0.213722397
"225 ST (2,5)",1/1/2020,99995,57901,0.98288708,1.046599064
"225 ST (2,5)",2/1/2020,94834,54872,0.995601188,1.077358046
"225 ST (2,5)",3/1/2020,68988,43073,0.635143346,0.742842853
"225 ST (2,5)",4/1/2020,19741,17469,0.185628179,0.317595084
"225 ST (2,5)",5/1/2020,22285,21690,0.209203646,0.36200681
"225 ST (2,5)",6/1/2020,26953,25691,0.273920953,0.480250491
"225 ST (2,5)",7/1/2020,23021,22062,0.230898076,0.399673913
"225 ST (2,5)",8/1/2020,30173,29017,0.309352444,0.533655791
"225 ST (2,5)",9/1/2020,40230,32528,0.455864023,0.68247241
"225 ST (2,5)",10/1/2020,44716,34332,0.426948269,0.594740671
"225 ST (2,5)",11/1/2020,34107,26723,0.334434813,0.477418087
"225 ST (2,5)",12/1/2020,40311,32606,0.411219243,0.588800405
"225 ST (2,5)",1/1/2021,38011,31339,0.373623889,0.566473257
"225 ST (2,5)",2/1/2021,34518,28141,0.362382287,0.552521008
"225 ST (2,5)",3/1/2021,17934,14013,0.165110755,0.241670116
23 ST (1),1/1/2020,370317,320081,0.963025472,0.989522985
23 ST (1),2/1/2020,346158,308296,0.951396485,1.074385522
23 ST (1),3/1/2020,177599,166329,0.430090523,0.513278733
23 ST (1),4/1/2020,23219,28392,0.055546385,0.084273515
23 ST (1),5/1/2020,29133,35214,0.07135754,0.108356771
23 ST (1),6/1/2020,44802,51668,0.116206444,0.161960529
23 ST (1),7/1/2020,61851,68798,0.168249849,0.222755383
23 ST (1),8/1/2020,67917,77980,0.206193986,0.282985317
23 ST (1),9/1/2020,84223,91413,0.215137234,0.289086786
23 ST (1),10/1/2020,97225,110517,0.229074091,0.316067185
23 ST (1),11/1/2020,85709,94881,0.219368429,0.293236289
23 ST (1),12/1/2020,84572,97384,0.227055384,0.313234566
23 ST (1),1/1/2021,76680,91593,0.199409677,0.283157634
23 ST (1),2/1/2021,74400,87294,0.204484364,0.304212217
23 ST (1),3/1/2021,36504,43144,0.088401536,0.133139126
23 ST (6),1/1/2020,648400,559986,0.899284068,0.940994791
23 ST (6),2/1/2020,687107,585870,0.959463064,1.058935804
23 ST (6),3/1/2020,330284,291602,0.441920675,0.494238165
23 ST (6),4/1/2020,35047,42424,0.045808042,0.069323886
23 ST (6),5/1/2020,43275,51553,0.057122906,0.084967342
23 ST (6),6/1/2020,69657,78873,0.110176328,0.15019595
23 ST (6),7/1/2020,94356,108751,0.153094056,0.20690554
23 ST (6),8/1/2020,85469,96957,0.136967137,0.17970741
23 ST (6),9/1/2020,119074,131102,0.159063312,0.207456614
23 ST (6),10/1/2020,142236,156542,0.172675391,0.228600885
23 ST (6),11/1/2020,125629,141053,0.174720595,0.23667127
23 ST (6),12/1/2020,121353,136358,0.183758484,0.244550616
23 ST (6),1/1/2021,116145,131779,0.161084744,0.221440094
23 ST (6),2/1/2021,113251,132521,0.158141529,0.239526229
23 ST (6),3/1/2021,59570,68733,0.079704783,0.116496018
"23 ST (C,E)",1/1/2020,563350,358204,0.9384834,0.941443004
"23 ST (C,E)",2/1/2020,526153,341307,0.947444714,0.975349567
"23 ST (C,E)",3/1/2020,266874,176000,0.426624336,0.447751701
"23 ST (C,E)",4/1/2020,32652,30369,0.052361411,0.079845929
"23 ST (C,E)",5/1/2020,39340,36022,0.058590579,0.088140802
"23 ST (C,E)",6/1/2020,70581,60866,0.113077234,0.15891906
"23 ST (C,E)",7/1/2020,100550,88784,0.172947889,0.241787151
"23 ST (C,E)",8/1/2020,111813,99541,0.190264297,0.264432886
"23 ST (C,E)",9/1/2020,131806,115981,0.227966675,0.316925213
"23 ST (C,E)",10/1/2020,142552,121436,0.207369779,0.281116168
"23 ST (C,E)",11/1/2020,127781,116799,0.206599224,0.298678184
"23 ST (C,E)",12/1/2020,120501,108864,0.217478248,0.300243253
"23 ST (C,E)",1/1/2021,122908,117407,0.204752139,0.308572765
"23 ST (C,E)",2/1/2021,109500,104518,0.19717686,0.298680033
"23 ST (C,E)",3/1/2021,60531,56860,0.096764757,0.144654328
"23 ST (F,M)",1/1/2020,776765,680888,1.417089763,1.373225958
"23 ST (F,M)",2/1/2020,742097,654918,1.247366501,1.254656219
"23 ST (F,M)",3/1/2020,362583,337938,0.530935081,0.560933911
"23 ST (F,M)",4/1/2020,33626,42608,0.053705446,0.076049591
"23 ST (F,M)",5/1/2020,45664,55021,0.073599381,0.106598237
"23 ST (F,M)",6/1/2020,80780,92949,0.109043246,0.148120939
"23 ST (F,M)",7/1/2020,123211,136939,0.166618885,0.217600781
"23 ST (F,M)",8/1/2020,136364,153249,0.180570802,0.235626317
"23 ST (F,M)",9/1/2020,157346,174695,0.202642207,0.267928487
"23 ST (F,M)",10/1/2020,182049,200611,0.207983978,0.27352328
"23 ST (F,M)",11/1/2020,162741,185415,0.206059432,0.273977764
"23 ST (F,M)",12/1/2020,165693,195264,0.21828019,0.295754616
"23 ST (F,M)",1/1/2021,148155,173329,0.270286295,0.349572737
"23 ST (F,M)",2/1/2021,138001,168808,0.231961354,0.323393168
"23 ST (F,M)",3/1/2021,69355,84377,0.101557444,0.140055041
"23 ST (N,R,W)",1/1/2020,537492,342604,0.885168473,1.0239211
"23 ST (N,R,W)",2/1/2020,518500,296933,0.906051938,0.93994397
"23 ST (N,R,W)",3/1/2020,247883,151941,0.421960831,0.467273538
"23 ST (N,R,W)",4/1/2020,19858,18578,0.030801923,0.053368035
"23 ST (N,R,W)",5/1/2020,28072,24615,0.04430129,0.070302459
"23 ST (N,R,W)",6/1/2020,48928,38202,0.083566325,0.121115088
"23 ST (N,R,W)",7/1/2020,70738,57523,0.123254327,0.190793183
"23 ST (N,R,W)",8/1/2020,86446,70378,0.154859259,0.23692547
"23 ST (N,R,W)",9/1/2020,97574,78203,0.175874922,0.260621068
"23 ST (N,R,W)",10/1/2020,110185,86161,0.178786133,0.250624664
"23 ST (N,R,W)",11/1/2020,98223,77839,0.166076854,0.240364009
"23 ST (N,R,W)",12/1/2020,95466,77069,0.164065883,0.225002555
"23 ST (N,R,W)",1/1/2021,90950,75845,0.149780969,0.22667364
"23 ST (N,R,W)",2/1/2021,83224,71898,0.145429636,0.227593739
"23 ST (N,R,W)",3/1/2021,42458,34782,0.072274472,0.106967232
231 ST (1),1/1/2020,226667,41900,0.888461644,1.218519165
231 ST (1),2/1/2020,207657,23217,0.872032083,0.702056244
231 ST (1),3/1/2020,138671,20134,0.529968394,0.543530492
231 ST (1),4/1/2020,29997,6205,0.122692135,0.177905843
231 ST (1),5/1/2020,39757,8136,0.152231182,0.20745047
231 ST (1),6/1/2020,57150,11377,0.264925529,0.36412226
231 ST (1),7/1/2020,71663,12122,0.322716178,0.34885461
231 ST (1),8/1/2020,74797,14610,0.323615816,0.400339782
231 ST (1),9/1/2020,95742,17107,0.395311197,0.458448345
231 ST (1),10/1/2020,107383,19668,0.396269166,0.428580767
231 ST (1),11/1/2020,96178,16629,0.379234339,0.442719842
231 ST (1),12/1/2020,93243,16038,0.375752569,0.394995444
231 ST (1),1/1/2021,66133,11064,0.259220062,0.321758855
231 ST (1),2/1/2021,69581,11633,0.292197539,0.351768975
231 ST (1),3/1/2021,35671,6022,0.136326287,0.162567827
"233 ST (2,5)",1/1/2020,122961,41698,1.018259962,1.084981266
"233 ST (2,5)",2/1/2020,118104,38687,1.045316151,1.129415543
"233 ST (2,5)",3/1/2020,84072,31311,0.654812253,0.786945813
"233 ST (2,5)",4/1/2020,24934,14721,0.198205073,0.375823334
"233 ST (2,5)",5/1/2020,29014,17113,0.228517871,0.36555304
"233 ST (2,5)",6/1/2020,36382,19566,0.310691716,0.541379597
"233 ST (2,5)",7/1/2020,33194,17191,0.269815078,0.444292249
"233 ST (2,5)",8/1/2020,42206,22472,0.344786459,0.579488899
"233 ST (2,5)",9/1/2020,54644,25756,0.513417017,0.740625719
"233 ST (2,5)",10/1/2020,60646,27537,0.462068282,0.66607808
"233 ST (2,5)",11/1/2020,46954,23251,0.381839178,0.619102141
"233 ST (2,5)",12/1/2020,54970,24916,0.459427158,0.667667078
"233 ST (2,5)",1/1/2021,51847,24950,0.429353407,0.649198585
"233 ST (2,5)",2/1/2021,47147,21882,0.417289174,0.638815905
"233 ST (2,5)",3/1/2021,24564,12495,0.191321822,0.314039409
238 ST (1),1/1/2020,101966,8095,1.320324235,0.758242788
238 ST (1),2/1/2020,96630,9400,1.068431353,0.881635716
238 ST (1),3/1/2020,63527,7145,0.6172584,0.584362476
238 ST (1),4/1/2020,14328,2594,0.141644012,0.224588745
238 ST (1),5/1/2020,18595,3442,0.169126943,0.27235322
238 ST (1),6/1/2020,25953,3937,0.2822236,0.389070066
238 ST (1),7/1/2020,32594,4452,0.336259814,0.415376003
238 ST (1),8/1/2020,34144,5047,0.330798221,0.434187887
238 ST (1),9/1/2020,43931,5770,0.406727093,0.46652652
238 ST (1),10/1/2020,48178,6368,0.39424564,0.427583428
238 ST (1),11/1/2020,43221,5609,0.381821073,0.436260403
238 ST (1),12/1/2020,41702,5629,0.37831463,0.527850713
238 ST (1),1/1/2021,29698,3751,0.384549645,0.35134882
238 ST (1),2/1/2021,32487,4552,0.359206555,0.426936785
238 ST (1),3/1/2021,16002,1984,0.155483006,0.162263842
25 AV (D),1/1/2020,129754,29765,1.028120914,0.979982221
25 AV (D),2/1/2020,121171,27785,1.05217867,0.94910333
25 AV (D),3/1/2020,74017,17646,0.554309893,0.548284862
25 AV (D),4/1/2020,11205,4436,0.092885031,0.153872836
25 AV (D),5/1/2020,15210,5447,0.110584403,0.170181523
25 AV (D),6/1/2020,25483,8601,0.212492912,0.298407522
25 AV (D),7/1/2020,33960,11294,0.269079615,0.362649713
25 AV (D),8/1/2020,36651,11879,0.286432161,0.377963028
25 AV (D),9/1/2020,45876,13608,0.341489195,0.457627119
25 AV (D),10/1/2020,48533,14441,0.342341008,0.433572522
25 AV (D),11/1/2020,44412,13691,0.340744833,0.456321035
25 AV (D),12/1/2020,44373,13007,0.352239351,0.435205942
25 AV (D),1/1/2021,39778,13890,0.315185611,0.457314062
25 AV (D),2/1/2021,31978,12996,0.277678401,0.443928266
25 AV (D),3/1/2021,18063,5868,0.135272972,0.182326622
25 ST (R),1/1/2020,99187,85420,1.036924364,1.087031216
25 ST (R),2/1/2020,92107,79110,1.038820279,1.089324319
25 ST (R),3/1/2020,57976,54627,0.588786091,0.658537467
25 ST (R),4/1/2020,13657,18484,0.142037004,0.232722694
25 ST (R),5/1/2020,16532,22643,0.163808052,0.267828206
25 ST (R),6/1/2020,24444,30935,0.252567626,0.376764466
25 ST (R),7/1/2020,30662,37861,0.333790551,0.465929928
25 ST (R),8/1/2020,32344,41011,0.337236339,0.491161465
25 ST (R),9/1/2020,38205,44071,0.383661378,0.51790352
25 ST (R),10/1/2020,36475,41596,0.332340185,0.449652459
25 ST (R),11/1/2020,37903,46693,0.37899589,0.542487685
25 ST (R),12/1/2020,37312,47574,0.380730809,0.572821847
25 ST (R),1/1/2021,36254,46952,0.379007893,0.597498123
25 ST (R),2/1/2021,35074,45201,0.395578864,0.622406125
25 ST (R),3/1/2021,17246,21829,0.175144972,0.263152184
28 ST (1),1/1/2020,344179,251468,0.969755968,1.052925118
28 ST (1),2/1/2020,345360,251935,0.969132338,1.100917231
28 ST (1),3/1/2020,169245,131705,0.424112345,0.521988475
28 ST (1),4/1/2020,15609,18084,0.037742556,0.068389385
28 ST (1),5/1/2020,20439,23407,0.05119477,0.091194209
28 ST (1),6/1/2020,34575,37169,0.097333772,0.147293211
28 ST (1),7/1/2020,48343,50823,0.132248746,0.197905796
28 ST (1),8/1/2020,52949,57064,0.15828493,0.247688662
28 ST (1),9/1/2020,63521,65174,0.168908732,0.256008987
28 ST (1),10/1/2020,72101,77108,0.17234159,0.272096265
28 ST (1),11/1/2020,63645,67183,0.168182587,0.259602306
28 ST (1),12/1/2020,64421,70794,0.178105673,0.283242845
28 ST (1),1/1/2021,59994,66354,0.169038609,0.277831745
28 ST (1),2/1/2021,56814,63770,0.159428668,0.278665099
28 ST (1),3/1/2021,29633,33375,0.074257562,0.132275657
28 ST (6),1/1/2020,504669,498414,2.203871751,2.025677917
28 ST (6),2/1/2020,475655,468432,1.098591582,1.086304775
28 ST (6),3/1/2020,249792,260610,0.501434293,0.552891857
28 ST (6),4/1/2020,39928,57492,0.076972903,0.117561897
28 ST (6),5/1/2020,46803,65754,0.08710695,0.132628713
28 ST (6),6/1/2020,73071,96653,0.148198401,0.206785521
28 ST (6),7/1/2020,98657,129354,0.203899126,0.282763852
28 ST (6),8/1/2020,88445,117480,0.17991619,0.257939862
28 ST (6),9/1/2020,117822,150037,0.23675533,0.324754708
28 ST (6),10/1/2020,137812,176008,0.246209367,0.333679004
28 ST (6),11/1/2020,121547,157081,0.24738615,0.331010431
28 ST (6),12/1/2020,118025,154069,0.239493923,0.3261541
28 ST (6),1/1/2021,112090,128784,0.489493083,0.523410066
28 ST (6),2/1/2021,107675,146962,0.248690434,0.340808319
28 ST (6),3/1/2021,56244,76475,0.112904618,0.162243984
"28 ST (N,R,W)",1/1/2020,318334,369035,0.89313791,0.929418728
"28 ST (N,R,W)",2/1/2020,297224,342466,0.925842053,0.958544771
"28 ST (N,R,W)",3/1/2020,144408,170577,0.442991067,0.452970731
"28 ST (N,R,W)",4/1/2020,9025,15874,0.02565152,0.040627871
"28 ST (N,R,W)",5/1/2020,14013,23393,0.039720176,0.059043859
"28 ST (N,R,W)",6/1/2020,27621,40908,0.083889641,0.108200181
"28 ST (N,R,W)",7/1/2020,42477,65548,0.127485436,0.174128798
"28 ST (N,R,W)",8/1/2020,53512,82539,0.16396567,0.223581739
"28 ST (N,R,W)",9/1/2020,59788,92673,0.198674792,0.27298837
"28 ST (N,R,W)",10/1/2020,69336,106961,0.203087197,0.271153227
"28 ST (N,R,W)",11/1/2020,62251,96157,0.181982156,0.252005546
"28 ST (N,R,W)",12/1/2020,61684,96369,0.17878643,0.248402521
"28 ST (N,R,W)",1/1/2021,57140,92234,0.160315581,0.232292349
"28 ST (N,R,W)",2/1/2021,53973,90302,0.168123951,0.252750667
"28 ST (N,R,W)",3/1/2021,27079,45005,0.083068494,0.119511703
3 AV (L),1/1/2020,150699,151822,0.836570648,0.834044751
3 AV (L),2/1/2020,143236,142504,1.220390393,1.159681646
3 AV (L),3/1/2020,81220,79874,0.53903025,0.511648763
3 AV (L),4/1/2020,14855,15333,0.089014993,0.086554745
3 AV (L),5/1/2020,18077,19502,0.120885661,0.122541566
3 AV (L),6/1/2020,29657,28804,0.218954876,0.203961111
3 AV (L),7/1/2020,38508,39528,0.297830543,0.289869101
3 AV (L),8/1/2020,44848,47479,0.363221109,0.357924177
3 AV (L),9/1/2020,50342,54473,0.400079472,0.401718289
3 AV (L),10/1/2020,57313,64780,0.382402786,0.406251176
3 AV (L),11/1/2020,50029,57857,0.350635333,0.391430833
3 AV (L),12/1/2020,45728,53355,0.317383639,0.362234714
3 AV (L),1/1/2021,44512,53423,0.247098074,0.293482978
3 AV (L),2/1/2021,42826,54781,0.364883402,0.445801663
3 AV (L),3/1/2021,21468,27242,0.142476008,0.174504039
3 AV 138 ST (6),1/1/2020,218154,154431,1.038477467,1.057543759
3 AV 138 ST (6),2/1/2020,208828,138490,1.080247265,1.080779466
3 AV 138 ST (6),3/1/2020,148093,105337,0.676331834,0.710761591
3 AV 138 ST (6),4/1/2020,41514,40193,0.189469937,0.266365793
3 AV 138 ST (6),5/1/2020,53515,58725,0.220805156,0.34582769
3 AV 138 ST (6),6/1/2020,63478,65079,0.30466564,0.466055085
3 AV 138 ST (6),7/1/2020,75162,75299,0.376466935,0.522054134
3 AV 138 ST (6),8/1/2020,73164,75404,0.354406344,0.502324962
3 AV 138 ST (6),9/1/2020,85765,87010,0.421445489,0.569332845
3 AV 138 ST (6),10/1/2020,92492,94750,0.412873851,0.603264953
3 AV 138 ST (6),11/1/2020,90629,84991,0.428022235,0.577341367
3 AV 138 ST (6),12/1/2020,86901,84817,0.423863897,0.567618754
3 AV 138 ST (6),1/1/2021,82325,83075,0.391891313,0.568897746
3 AV 138 ST (6),2/1/2021,77839,75369,0.4026537,0.588181584
3 AV 138 ST (6),3/1/2021,38813,37586,0.177256639,0.2536116
"3 AV-149 ST (2,5)",1/1/2020,568629,251559,1.024953811,0.922539524
"3 AV-149 ST (2,5)",2/1/2020,540647,235689,1.025662088,0.998986979
"3 AV-149 ST (2,5)",3/1/2020,375457,197841,0.629241371,0.753126273
"3 AV-149 ST (2,5)",4/1/2020,91237,75660,0.150600341,0.292019823
"3 AV-149 ST (2,5)",5/1/2020,114907,95031,0.185435561,0.356444668
"3 AV-149 ST (2,5)",6/1/2020,149737,127375,0.264707338,0.522403363
"3 AV-149 ST (2,5)",7/1/2020,173403,139060,0.309936566,0.546222283
"3 AV-149 ST (2,5)",8/1/2020,170244,145300,0.334233817,0.609030246
"3 AV-149 ST (2,5)",9/1/2020,222012,171689,0.397222456,0.705467829
"3 AV-149 ST (2,5)",10/1/2020,242790,187630,0.393841672,0.680030734
"3 AV-149 ST (2,5)",11/1/2020,219922,159745,0.391101073,0.597559561
"3 AV-149 ST (2,5)",12/1/2020,227492,172182,0.40837311,0.684209481
"3 AV-149 ST (2,5)",1/1/2021,207410,172110,0.373856539,0.63117709
"3 AV-149 ST (2,5)",2/1/2021,190229,163475,0.36088367,0.692902072
"3 AV-149 ST (2,5)",3/1/2021,98530,87712,0.165129835,0.33389546
"30 AV (N,Q,W)",1/1/2020,368556,315006,0.919764317,0.877434486
"30 AV (N,Q,W)",2/1/2020,353448,297747,1.230231603,1.249489079
"30 AV (N,Q,W)",3/1/2020,200248,177500,0.527473685,0.611491212
"30 AV (N,Q,W)",4/1/2020,27330,29931,0.06002082,0.089973938
"30 AV (N,Q,W)",5/1/2020,37430,40327,0.072453949,0.104238611
"30 AV (N,Q,W)",6/1/2020,62674,67988,0.141303735,0.210102783
"30 AV (N,Q,W)",7/1/2020,90571,97208,0.215939327,0.317813414
"30 AV (N,Q,W)",8/1/2020,96700,105794,0.206594796,0.322745383
"30 AV (N,Q,W)",9/1/2020,116386,124404,0.240260933,0.354997774
"30 AV (N,Q,W)",10/1/2020,132875,141059,0.273141201,0.419014095
"30 AV (N,Q,W)",11/1/2020,117815,127535,0.245499574,0.361476346
"30 AV (N,Q,W)",12/1/2020,114150,129068,0.265399692,0.396589285
"30 AV (N,Q,W)",1/1/2021,106715,122128,0.266316785,0.340181834
"30 AV (N,Q,W)",2/1/2021,99600,117734,0.346673535,0.494068277
"30 AV (N,Q,W)",3/1/2021,50307,59324,0.132513776,0.204372421
33 ST (6),1/1/2020,712052,579790,0.90120388,0.991482136
33 ST (6),2/1/2020,657064,534484,0.969691603,1.040629575
33 ST (6),3/1/2020,342906,292210,0.465708737,0.508233731
33 ST (6),4/1/2020,52225,60178,0.068013258,0.101394772
33 ST (6),5/1/2020,60577,68830,0.077462609,0.113318692
33 ST (6),6/1/2020,96926,103860,0.134289689,0.18672837
33 ST (6),7/1/2020,134727,142131,0.191306459,0.255516404
33 ST (6),8/1/2020,121434,131715,0.170386096,0.231201444
33 ST (6),9/1/2020,161533,166626,0.225461159,0.295328302
33 ST (6),10/1/2020,189522,198797,0.238197101,0.312236134
33 ST (6),11/1/2020,168990,179099,0.241766228,0.318071951
